0	0	1005
0	1	1223
0	2	1234
0	3	1235
0	4	1243
1	0	1143
1	1	1222
1	2	1229
1	3	1236
1	4	1380
2	0	1119
2	1	1222
2	2	1234
2	3	1236
2	4	1245
3	0	1164
3	1	1222
3	2	1234
3	3	1235
3	4	1339
4	0	1142
4	1	1223
4	2	1234
4	3	1235
4	4	1244
5	0	1138
5	1	1223
5	2	1232
5	3	1235
5	4	1390
6	0	1143
6	1	1223
6	2	1231
6	3	1235
6	4	1379
7	0	1086
7	1	1226
7	2	1233
7	3	1235
7	4	1270
8	0	1164
8	1	1222
8	2	1233
8	3	1235
8	4	1243
9	0	1143
9	1	1226
9	2	1234
9	3	1235
9	4	1420
10	0	1120
10	1	1222
10	2	1233
10	3	1235
10	4	1379
11	0	1119
11	1	1226
11	2	1234
11	3	1236
11	4	1332
12	0	1129
12	1	1226
12	2	1231
12	3	1235
12	4	1420
13	0	1170
13	1	1222
13	2	1234
13	3	1235
13	4	1420
14	0	1143
14	1	1225
14	2	1234
14	3	1235
14	4	1302
15	0	1119
15	1	1223
15	2	1231
15	3	1235
15	4	1248
16	0	1063
16	1	1226
16	2	1233
16	3	1236
16	4	1346
17	0	1164
17	1	1223
17	2	1231
17	3	1235
17	4	1346
18	0	1165
18	1	1223
18	2	1234
18	3	1236
18	4	1270
19	0	1143
19	1	1226
19	2	1229
19	3	1235
19	4	1380
20	0	1164
20	1	1225
20	2	1234
20	3	1236
20	4	1245
21	0	1086
21	1	1226
21	2	1230
21	3	1235
21	4	1243
22	0	1086
22	1	1226
22	2	1233
22	3	1235
22	4	1266
23	0	1086
23	1	1225
23	2	1234
23	3	1236
23	4	1302
24	0	1129
24	1	1225
24	2	1234
24	3	1235
24	4	1270
25	0	1164
25	1	1223
25	2	1231
25	3	1235
25	4	1257
26	0	1143
26	1	1226
26	2	1233
26	3	1235
26	4	1288
27	0	1136
27	1	1223
27	2	1234
27	3	1235
27	4	1362
28	0	1164
28	1	1223
28	2	1234
28	3	1235
28	4	1271
29	0	1164
29	1	1226
29	2	1231
29	3	1235
29	4	1244
30	0	1164
30	1	1223
30	2	1234
30	3	1235
30	4	1270
31	0	1120
31	1	1223
31	2	1233
31	3	1235
31	4	1286
32	0	1110
32	1	1223
32	2	1234
32	3	1235
32	4	1245
33	0	1077
33	1	1225
33	2	1234
33	3	1235
33	4	1331
34	0	1164
34	1	1225
34	2	1234
34	3	1235
34	4	1397
35	0	1152
35	1	1226
35	2	1233
35	3	1235
35	4	1253
36	0	1119
36	1	1226
36	2	1233
36	3	1235
36	4	1331
37	0	1164
37	1	1223
37	2	1234
37	3	1236
37	4	1362
38	0	1164
38	1	1223
38	2	1228
38	3	1235
38	4	1278
39	0	1164
39	1	1223
39	2	1234
39	3	1236
39	4	1248
40	0	1164
40	1	1223
40	2	1234
40	3	1235
40	4	1302
41	0	1187
41	1	1226
41	2	1231
41	3	1236
41	4	1427
42	0	1038
42	1	1226
42	2	1230
42	3	1235
42	4	1341
43	0	1047
43	1	1223
43	2	1229
43	3	1236
43	4	1397
44	0	1086
44	1	1226
44	2	1233
44	3	1235
44	4	1253
45	0	1164
45	1	1223
45	2	1234
45	3	1235
45	4	1270
46	0	1129
46	1	1225
46	2	1234
46	3	1235
46	4	1286
47	0	1119
47	1	1225
47	2	1233
47	3	1236
47	4	1299
48	0	1087
48	1	1223
48	2	1231
48	3	1236
48	4	1380
49	0	1164
49	1	1223
49	2	1228
49	3	1236
49	4	1312
50	0	1188
50	1	1222
50	2	1234
50	3	1235
50	4	1397
51	0	1110
51	1	1226
51	2	1233
51	3	1235
51	4	1243
52	0	1164
52	1	1225
52	2	1234
52	3	1235
52	4	1271
53	0	1119
53	1	1226
53	2	1233
53	3	1235
53	4	1243
54	0	1201
54	1	1223
54	2	1234
54	3	1235
54	4	1371
55	0	1143
55	1	1225
55	2	1230
55	3	1235
55	4	1243
56	0	1164
56	1	1223
56	2	1228
56	3	1235
56	4	1397
57	0	1120
57	1	1226
57	2	1234
57	3	1235
57	4	1397
58	0	1119
58	1	1223
58	2	1229
58	3	1235
58	4	1243
59	0	1119
59	1	1226
59	2	1231
59	3	1235
59	4	1243
60	0	1164
60	1	1226
60	2	1231
60	3	1235
60	4	1270
61	0	1086
61	1	1223
61	2	1231
61	3	1236
61	4	1244
62	0	1063
62	1	1226
62	2	1233
62	3	1235
62	4	1346
63	0	1086
63	1	1226
63	2	1233
63	3	1236
63	4	1346
64	0	1143
64	1	1223
64	2	1234
64	3	1235
64	4	1332
65	0	1164
65	1	1226
65	2	1229
65	3	1235
65	4	1380
66	0	1152
66	1	1226
66	2	1231
66	3	1235
66	4	1408
67	0	1164
67	1	1225
67	2	1231
67	3	1236
67	4	1408
68	0	1136
68	1	1226
68	2	1231
68	3	1236
68	4	1244
69	0	1142
69	1	1226
69	2	1229
69	3	1235
69	4	1243
70	0	1142
70	1	1223
70	2	1234
70	3	1235
70	4	1243
71	0	1143
71	1	1223
71	2	1231
71	3	1235
71	4	1286
72	0	1086
72	1	1225
72	2	1234
72	3	1236
72	4	1380
73	0	1143
73	1	1222
73	2	1231
73	3	1235
73	4	1346
74	0	1143
74	1	1223
74	2	1234
74	3	1235
74	4	1243
75	0	1159
75	1	1223
75	2	1234
75	3	1235
75	4	1397
76	0	1070
76	1	1223
76	2	1229
76	3	1236
76	4	1397
77	0	1119
77	1	1225
77	2	1234
77	3	1235
77	4	1397
78	0	1086
78	1	1225
78	2	1234
78	3	1235
78	4	1346
79	0	1091
79	1	1223
79	2	1234
79	3	1235
79	4	1243
80	0	1164
80	1	1225
80	2	1234
80	3	1235
80	4	1247
81	0	1143
81	1	1222
81	2	1234
81	3	1235
81	4	1303
82	0	1096
82	1	1225
82	2	1234
82	3	1236
82	4	1413
83	0	1164
83	1	1225
83	2	1234
83	3	1235
83	4	1397
84	0	1187
84	1	1225
84	2	1234
84	3	1235
84	4	1379
85	0	1038
85	1	1226
85	2	1230
85	3	1235
85	4	1243
86	0	1216
86	1	1226
86	2	1233
86	3	1236
86	4	1395
87	0	1113
87	1	1226
87	2	1233
87	3	1235
87	4	1245
88	0	1164
88	1	1225
88	2	1234
88	3	1235
88	4	1247
89	0	1047
89	1	1223
89	2	1234
89	3	1235
89	4	1346
90	0	1164
90	1	1223
90	2	1231
90	3	1235
90	4	1397
91	0	1143
91	1	1223
91	2	1233
91	3	1235
91	4	1243
92	0	1152
92	1	1223
92	2	1233
92	3	1236
92	4	1331
93	0	1060
93	1	1223
93	2	1234
93	3	1236
93	4	1248
94	0	1182
94	1	1223
94	2	1234
94	3	1235
94	4	1420
95	0	1038
95	1	1226
95	2	1231
95	3	1235
95	4	1243
96	0	1204
96	1	1222
96	2	1234
96	3	1235
96	4	1292
97	0	1164
97	1	1223
97	2	1234
97	3	1235
97	4	1362
98	0	1129
98	1	1226
98	2	1229
98	3	1236
98	4	1245
99	0	1038
99	1	1227
99	2	1233
99	3	1236
99	4	1243
100	0	1164
100	1	1223
100	2	1233
100	3	1235
100	4	1278
101	0	1142
101	1	1223
101	2	1231
101	3	1235
101	4	1346
102	0	1152
102	1	1226
102	2	1231
102	3	1235
102	4	1243
103	0	1038
103	1	1225
103	2	1234
103	3	1236
103	4	1346
104	0	1072
104	1	1223
104	2	1234
104	3	1235
104	4	1397
105	0	1165
105	1	1223
105	2	1233
105	3	1235
105	4	1332
106	0	1038
106	1	1226
106	2	1231
106	3	1235
106	4	1379
107	0	1055
107	1	1223
107	2	1234
107	3	1235
107	4	1379
108	0	1143
108	1	1223
108	2	1231
108	3	1235
108	4	1346
109	0	1051
109	1	1223
109	2	1234
109	3	1235
109	4	1244
110	0	1143
110	1	1223
110	2	1231
110	3	1235
110	4	1259
111	0	1136
111	1	1223
111	2	1234
111	3	1235
111	4	1397
112	0	1119
112	1	1223
112	2	1233
112	3	1236
112	4	1248
113	0	1164
113	1	1223
113	2	1234
113	3	1235
113	4	1331
114	0	1143
114	1	1225
114	2	1234
114	3	1235
114	4	1379
115	0	1164
115	1	1223
115	2	1234
115	3	1235
115	4	1346
116	0	1187
116	1	1223
116	2	1234
116	3	1235
116	4	1337
117	0	1152
117	1	1223
117	2	1234
117	3	1236
117	4	1346
118	0	1143
118	1	1223
118	2	1231
118	3	1235
118	4	1331
119	0	1164
119	1	1222
119	2	1234
119	3	1235
119	4	1286
120	0	1159
120	1	1223
120	2	1234
120	3	1235
120	4	1397
121	0	1164
121	1	1223
121	2	1234
121	3	1236
121	4	1296
122	0	1096
122	1	1223
122	2	1231
122	3	1236
122	4	1302
123	0	1142
123	1	1223
123	2	1234
123	3	1236
123	4	1245
124	0	1063
124	1	1226
124	2	1233
124	3	1235
124	4	1312
125	0	1143
125	1	1223
125	2	1234
125	3	1236
125	4	1245
126	0	1187
126	1	1225
126	2	1234
126	3	1235
126	4	1420
127	0	1164
127	1	1225
127	2	1234
127	3	1235
127	4	1302
128	0	1178
128	1	1226
128	2	1230
128	3	1236
128	4	1332
129	0	1164
129	1	1223
129	2	1231
129	3	1236
129	4	1379
130	0	1119
130	1	1222
130	2	1228
130	3	1235
130	4	1245
131	0	1143
131	1	1223
131	2	1234
131	3	1235
131	4	1244
132	0	1179
132	1	1226
132	2	1232
132	3	1235
132	4	1243
133	0	1152
133	1	1223
133	2	1229
133	3	1235
133	4	1245
134	0	1164
134	1	1225
134	2	1234
134	3	1235
134	4	1420
135	0	1179
135	1	1226
135	2	1233
135	3	1235
135	4	1437
136	0	1086
136	1	1223
136	2	1230
136	3	1236
136	4	1379
137	0	1182
137	1	1224
137	2	1234
137	3	1235
137	4	1312
138	0	1042
138	1	1226
138	2	1230
138	3	1236
138	4	1244
139	0	1124
139	1	1225
139	2	1233
139	3	1235
139	4	1245
140	0	1143
140	1	1223
140	2	1231
140	3	1235
140	4	1380
141	0	1164
141	1	1225
141	2	1234
141	3	1235
141	4	1259
142	0	1152
142	1	1223
142	2	1234
142	3	1235
142	4	1362
143	0	1187
143	1	1225
143	2	1234
143	3	1235
143	4	1335
144	0	1149
144	1	1223
144	2	1234
144	3	1237
144	4	1380
145	0	1159
145	1	1223
145	2	1234
145	3	1235
145	4	1245
146	0	1187
146	1	1223
146	2	1233
146	3	1235
146	4	1266
147	0	1119
147	1	1226
147	2	1233
147	3	1235
147	4	1243
148	0	1187
148	1	1223
148	2	1234
148	3	1235
148	4	1248
149	0	1143
149	1	1223
149	2	1234
149	3	1236
149	4	1302
150	0	1143
150	1	1223
150	2	1231
150	3	1235
150	4	1420
151	0	1093
151	1	1222
151	2	1234
151	3	1236
151	4	1408
152	0	1058
152	1	1226
152	2	1230
152	3	1235
152	4	1243
153	0	1053
153	1	1226
153	2	1232
153	3	1236
153	4	1362
154	0	1086
154	1	1226
154	2	1231
154	3	1235
154	4	1271
155	0	1119
155	1	1223
155	2	1233
155	3	1235
155	4	1397
156	0	1164
156	1	1225
156	2	1234
156	3	1236
156	4	1362
157	0	1143
157	1	1223
157	2	1234
157	3	1236
157	4	1397
158	0	1143
158	1	1223
158	2	1231
158	3	1236
158	4	1243
159	0	1187
159	1	1223
159	2	1231
159	3	1235
159	4	1244
160	0	1175
160	1	1222
160	2	1234
160	3	1236
160	4	1271
161	0	1143
161	1	1226
161	2	1234
161	3	1236
161	4	1243
162	0	1086
162	1	1225
162	2	1234
162	3	1236
162	4	1243
163	0	1164
163	1	1223
163	2	1234
163	3	1235
163	4	1247
164	0	1143
164	1	1223
164	2	1231
164	3	1235
164	4	1243
165	0	1164
165	1	1225
165	2	1234
165	3	1235
165	4	1347
166	0	1091
166	1	1223
166	2	1233
166	3	1235
166	4	1270
167	0	1170
167	1	1225
167	2	1234
167	3	1236
167	4	1379
168	0	1024
168	1	1223
168	2	1234
168	3	1235
168	4	1397
169	0	1086
169	1	1226
169	2	1230
169	3	1236
169	4	1397
170	0	1165
170	1	1223
170	2	1233
170	3	1235
170	4	1346
171	0	1086
171	1	1226
171	2	1233
171	3	1235
171	4	1420
172	0	1164
172	1	1223
172	2	1234
